term	arousal
chip in	-0.082
rare cases	-0.082
phone back	-0.082
bring about	-0.082
ever since	-0.082
trust fund	-0.082
air conditioning	-0.082
check off	-0.082
oh boy	-0.082
black flag	-0.082
air quality	-0.082
belly up	-0.082
founding father	-0.082
heal up	-0.082
dare say	-0.082
good sense	-0.082
service call	-0.082
sheet music	-0.082
blow dryer	-0.082
let's see	-0.082
dress code	-0.082
office hours	-0.082
sore throat	-0.082
cabin fever	-0.082
long lasting	-0.082
get off	-0.082
roll over	-0.082
smart move	-0.082
white wine	-0.082
pay back	-0.082
cinnamon bun	-0.082
comic relief	-0.082
cinnamon toast	-0.082
human body	-0.082
be onto	-0.082
short one	-0.082
minimum wage	-0.082
getting along	-0.082
corn field	-0.082
can't stand	-0.082
clean cut	-0.082
care about	-0.082
key question	-0.082
masses of	-0.084
bank balance	-0.084
family tree	-0.084
federal government	-0.084
far north	-0.084
hold onto	-0.084
take notes	-0.084
box office	-0.084
brownie points	-0.084
summer house	-0.084
business school	-0.084
independent school	-0.084
home school	-0.084
breast milk	-0.084
cider vinegar	-0.084
occur to	-0.084
to pieces	-0.084
get older	-0.084
fix you	-0.084
rule out	-0.084
pass up	-0.084
ring out	-0.084
pile up	-0.084
put forth	-0.084
country music	-0.084
cut hair	-0.084
oh yeah	-0.084
mashed potato	-0.084
sense out	-0.084
read back	-0.084
most likely	-0.084
dig in	-0.084
golden gate	-0.084
young girl	-0.084
snooze button	-0.084
excuse for	-0.084
in law	-0.084
city councillor	-0.084
common stock	-0.084
scooby doo	-0.084
love bug	-0.084
drown out	-0.084
lone wolf	-0.084
best man	-0.084
come over	-0.084
jollof rice	-0.084
laundry room	-0.084
pecan pie	-0.084
melt down	-0.086
alley oop	-0.086
leave off	-0.086
significant other	-0.086
top dog	-0.086
eat up	-0.086
left field	-0.086
village idiot	-0.086
ho ho	-0.086
eggs benedict	-0.086
first reading	-0.086
pelvic floor	-0.086
toss in	-0.086
case law	-0.086
sure thing	-0.086
black women	-0.086
pumpkin patch	-0.086
ask about	-0.086
peer reviewed	-0.086
dress up	-0.086
price in	-0.086
flip through	-0.086
clean from	-0.086
long tail	-0.086
french people	-0.086
spitting image	-0.086
up here	-0.086
traffic light	-0.086
tax bracket	-0.086
excuse me	-0.086
proud owner	-0.086
fair game	-0.086
at worst	-0.086
take hold	-0.086
health center	-0.086
deeply rooted	-0.088
in between	-0.088
in retrospect	-0.088
car rental	-0.088
ground ball	-0.088
plug in	-0.088
something like	-0.088
stay around	-0.088
go off	-0.088
news report	-0.088
singing voice	-0.088
reserve currency	-0.088
says who	-0.088
a shame	-0.088
ad hoc	-0.088
beyond help	-0.088
mosquito bite	-0.088
southern hemisphere	-0.088
fortune cookie	-0.088
baby girl	-0.088
ball up	-0.088
ancient rome	-0.088
due respect	-0.088
suck at	-0.088
miss out	-0.088
on special	-0.088
grocery bag	-0.088
lie about	-0.088
angle for	-0.090
lay out	-0.090
pass off	-0.090
until now	-0.090
go west	-0.090
do to	-0.090
outta sight	-0.090
type in	-0.090
allow for	-0.090
let go	-0.090
full face	-0.090
surface area	-0.090
north star	-0.090
hard copy	-0.090
stop light	-0.090
blue jay	-0.090
wooden spoon	-0.090
blue collar	-0.090
out there	-0.090
in mind	-0.090
watch list	-0.090
prescription drug	-0.090
a touch	-0.090
table talk	-0.090
hang on	-0.090
key point	-0.090
swear by	-0.090
no smoking	-0.090
set off	-0.090
by golly	-0.090
home plate	-0.090
answer for	-0.090
blind side	-0.090
cleaned up	-0.090
facial expression	-0.090
second half	-0.090
by herself	-0.090
cocoa butter	-0.090
steam room	-0.090
live on	-0.090
starting price	-0.090
start with	-0.090
dump on	-0.090
a ton	-0.090
thank goodness	-0.090
substitute teacher	-0.090
cut short	-0.090
office staff	-0.090
spare parts	-0.090
property tax	-0.090
television series	-0.090
away from	-0.092
stray cat	-0.092
kept up	-0.092
gloss over	-0.092
wisdom tooth	-0.092
full page	-0.092
able bodied	-0.092
laundry list	-0.092
lace up	-0.092
late show	-0.092
night owl	-0.092
blue dress	-0.092
groundhog day	-0.092
rich people	-0.092
middle management	-0.092
black swan	-0.092
well dressed	-0.092
that's life	-0.092
rail line	-0.092
slip up	-0.092
tax exempt	-0.092
fruit fly	-0.092
breathing in	-0.092
better half	-0.092
touch screen	-0.092
front end	-0.092
gain in	-0.094
daylight savings	-0.094
clothing store	-0.094
pass out	-0.094
city boy	-0.094
after party	-0.094
point system	-0.094
hand down	-0.094
ice maker	-0.094
for fun	-0.094
moderate positive	-0.094
call away	-0.094
in with	-0.094
lip service	-0.094
fall away	-0.094
on tap	-0.094
sixth grade	-0.094
accounts receivable	-0.094
at liberty	-0.094
federal tax	-0.094
bank statement	-0.094
poor person	-0.094
right thing	-0.094
die out	-0.094
mistake for	-0.094
full time	-0.094
dead person	-0.094
numbers of	-0.094
sift through	-0.094
who's who	-0.094
way off	-0.094
play dumb	-0.096
recommend to	-0.096
come of	-0.096
hair dryer	-0.096
carbon neutral	-0.096
come about	-0.096
orange bowl	-0.096
last post	-0.096
face off	-0.096
talk of	-0.096
go below	-0.096
ten million	-0.096
apple cider	-0.096
new england	-0.096
hear out	-0.096
drift away	-0.096
soda pop	-0.096
no biggie	-0.096
broken dreams	-0.096
it takes	-0.096
pizza oven	-0.096
slow death	-0.096
mashed potatoes	-0.096
head home	-0.096
melt away	-0.096
feng shui	-0.096
do for	-0.096
water boy	-0.096
see in	-0.096
under wraps	-0.096
end zone	-0.096
bless you	-0.096
be there	-0.096
turn over	-0.096
true colors	-0.096
cuddle up	-0.096
kitchen counter	-0.096
conceive of	-0.096
hands on	-0.096
low tide	-0.096
get sick	-0.096
hold on	-0.096
jelly bean	-0.096
brain fart	-0.096
rag doll	-0.096
bubble tea	-0.098
seek to	-0.098
cut ties	-0.098
capital gain	-0.098
time being	-0.098
hold tight	-0.098
to that	-0.098
rely on	-0.098
in sync	-0.098
public sector	-0.098
try on	-0.098
school uniform	-0.098
lord knows	-0.098
moderate anticipation	-0.098
big fat	-0.098
video card	-0.098
data set	-0.098
fall in	-0.098
on occasion	-0.098
take medication	-0.098
wise man	-0.098
finish off	-0.098
social science	-0.098
deep down	-0.098
some trust	-0.098
pad thai	-0.098
listen in	-0.098
commercial break	-0.098
tag with	-0.098
count on	-0.098
body clock	-0.098
point out	-0.098
brick wall	-0.098
go towards	-0.098
seeing that	-0.098
fairy tale	-0.098
pillow talk	-0.098
move back	-0.098
coal mine	-0.098
scientific fact	-0.098
on side	-0.098
desert island	-0.098
what's with	-0.098
public record	-0.098
what's good	-0.100
closed in	-0.100
walk back	-0.100
fall to	-0.100
false negative	-0.100
point break	-0.100
been had	-0.100
white board	-0.100
put at	-0.100
baked goods	-0.100
wise men	-0.100
family planning	-0.100
new edition	-0.100
paper money	-0.100
in particular	-0.100
equate to	-0.100
cherry pick	-0.100
short list	-0.100
blue sky	-0.100
admit to	-0.100
tap water	-0.100
ash wednesday	-0.100
ex husband	-0.100
business class	-0.100
dead wrong	-0.100
lie awake	-0.100
loose ends	-0.100
king crab	-0.100
left overs	-0.100
serve as	-0.100
freudian slip	-0.100
oh no	-0.102
brass knuckle	-0.102
wrap up	-0.102
taste buds	-0.102
package deal	-0.102
but good	-0.102
warm to	-0.102
glass in	-0.102
sell out	-0.102
home theater	-0.102
sort of	-0.102
well being	-0.102
open source	-0.102
revolving door	-0.102
long johns	-0.102
no joke	-0.102
suits you	-0.102
road test	-0.102
by choice	-0.102
essay writing	-0.102
one half	-0.102
far side	-0.102
bean bag	-0.102
tee hee	-0.102
balancing act	-0.102
hook in	-0.102
pipe in	-0.102
stick at	-0.102
jock strap	-0.102
much as	-0.102
want back	-0.102
one hundred	-0.102
play fair	-0.102
without doubt	-0.102
single digits	-0.102
the pits	-0.102
pet shop	-0.102
own medicine	-0.102
card game	-0.102
brush up	-0.102
scar tissue	-0.102
pro shop	-0.102
true blue	-0.102
eye shadow	-0.102
walk through	-0.104
easter egg	-0.104
motor oil	-0.104
anything goes	-0.104
arrive at	-0.104
get along	-0.104
wipe off	-0.104
crossword puzzle	-0.104
good graces	-0.104
bases loaded	-0.104
little people	-0.104
hide out	-0.104
reading list	-0.104
just then	-0.104
clock out	-0.104
fade out	-0.104
tie to	-0.104
brief period	-0.104
stone age	-0.104
friends with	-0.104
put away	-0.104
right angle	-0.104
contingent on	-0.104
stay out	-0.104
get used	-0.104
mailing address	-0.104
text message	-0.104
bad shape	-0.104
access code	-0.104
not withstanding	-0.104
first language	-0.104
dial up	-0.104
big ole	-0.104
ex wife	-0.104
naked eye	-0.104
white hair	-0.106
white house	-0.106
pick of	-0.106
father's day	-0.106
great place	-0.106
pen in	-0.106
think piece	-0.106
head out	-0.106
write in	-0.106
blind man	-0.106
super duper	-0.106
vote on	-0.106
blue blood	-0.106
complete with	-0.106
shoe store	-0.106
grass roots	-0.106
national holiday	-0.106
college degree	-0.106
chock full	-0.106
credit limit	-0.106
tip in	-0.106
calendar year	-0.106
easy money	-0.106
filet mignon	-0.106
the point	-0.106
on message	-0.106
make him	-0.106
pass down	-0.106
welfare state	-0.106
mouth water	-0.106
fall down	-0.106
venn diagram	-0.106
pretty sure	-0.106
coffee maker	-0.106
top story	-0.108
sweet on	-0.108
sales representative	-0.108
pay in	-0.108
short with	-0.108
cold one	-0.108
apartment building	-0.108
reasonable person	-0.108
line item	-0.108
copy in	-0.108
get behind	-0.108
turn back	-0.108
clean house	-0.108
for long	-0.108
ice rink	-0.108
group therapy	-0.108
read on	-0.108
pen name	-0.108
know better	-0.108
tag along	-0.108
turn to	-0.108
red carpet	-0.108
holy land	-0.108
last word	-0.108
come clean	-0.108
melting pot	-0.108
hand in	-0.108
assuming that	-0.108
box score	-0.108
dog days	-0.108
hurt for	-0.108
mother nature	-0.108
valley girl	-0.108
death valley	-0.108
ripped off	-0.108
take turns	-0.108
all round	-0.108
collecting dust	-0.108
in town	-0.110
red meat	-0.110
peripheral vision	-0.110
tie up	-0.110
see fit	-0.110
store brand	-0.110
in addition	-0.110
neon sign	-0.110
slow dance	-0.110
petri dish	-0.110
yours truly	-0.110
every year	-0.110
pearly gates	-0.110
dumb luck	-0.110
done for	-0.110
no trust	-0.110
seeing as	-0.110
bad name	-0.110
hold to	-0.110
set foot	-0.110
like like	-0.110
must read	-0.110
flip off	-0.110
go bad	-0.110
a couple	-0.110
well respected	-0.110
time slot	-0.110
top out	-0.110
last mile	-0.110
in tow	-0.110
kitty litter	-0.110
center ice	-0.110
our lord	-0.110
black beans	-0.110
nail salon	-0.110
mad about	-0.110
holed up	-0.110
in itself	-0.110
fan club	-0.112
tended to	-0.112
stand it	-0.112
camera lens	-0.112
sort through	-0.112
cell phone	-0.112
pass by	-0.112
age group	-0.112
school year	-0.112
meant for	-0.112
travel time	-0.112
pass on	-0.112
public toilet	-0.112
midnight snack	-0.112
such a	-0.112
mark up	-0.112
pie chart	-0.112
supposed to	-0.112
in control	-0.112
in kind	-0.112
pull off	-0.112
in touch	-0.112
put back	-0.112
prefer to	-0.112
area code	-0.112
graphic design	-0.112
bound to	-0.112
so there	-0.112
old timer	-0.112
mint condition	-0.112
fried eggs	-0.112
chip off	-0.112
banana bread	-0.112
even number	-0.112
time spent	-0.112
pickle juice	-0.112
leap year	-0.112
well liked	-0.112
even though	-0.112
the like	-0.112
vote out	-0.112
stop on	-0.112
waste time	-0.112
black people	-0.112
going to	-0.112
come from	-0.112
summer vacation	-0.112
think of	-0.112
religious person	-0.112
long time	-0.112
book out	-0.112
cutie pie	-0.112
trail mix	-0.112
hike up	-0.112
take up	-0.112
ranch dressing	-0.112
take to	-0.112
given that	-0.112
birthday gift	-0.112
get into	-0.112
farm boy	-0.112
model on	-0.112
hear things	-0.112
pent up	-0.112
hot summer	-0.112
cotton candy	-0.112
left behind	-0.112
it works	-0.112
work clothes	-0.112
interior design	-0.112
bowling alley	-0.112
sign on	-0.112
keep safe	-0.112
delivery date	-0.112
new moon	-0.112
tater tots	-0.112
seat belt	-0.112
whole food	-0.112
give out	-0.112
grad school	-0.112
locally owned	-0.112
love child	-0.112
day school	-0.112
look ahead	-0.114
first hand	-0.114
rather than	-0.114
fine line	-0.114
company name	-0.114
pass for	-0.114
bright blue	-0.114
for good	-0.114
shot glass	-0.114
unemployment insurance	-0.114
free speech	-0.114
ground level	-0.114
sob story	-0.114
spring water	-0.114
no end	-0.114
crab legs	-0.114
bummed out	-0.114
check into	-0.114
be afraid	-0.114
check for	-0.114
primary source	-0.114
mutual friend	-0.114
for keeps	-0.114
show in	-0.114
such that	-0.114
poor man	-0.114
wine bottle	-0.114
tall glass	-0.114
send up	-0.114
since when	-0.116
breakfast food	-0.116
sneak in	-0.116
single malt	-0.116
carrot cake	-0.116
sign with	-0.116
hands off	-0.116
town center	-0.116
direct deposit	-0.116
safe haven	-0.116
move on	-0.116
give way	-0.116
apart from	-0.116
sit for	-0.116
mutual fund	-0.116
crock pot	-0.116
help out	-0.116
listen to	-0.116
heavy cream	-0.116
role model	-0.116
boxed in	-0.116
happy with	-0.116
cut down	-0.116
fit in	-0.116
a cappella	-0.116
by mistake	-0.116
keep to	-0.116
raw sewage	-0.116
of choice	-0.116
entitled to	-0.116
programming language	-0.116
the underground	-0.116
here's to	-0.116
pay day	-0.116
beer bottle	-0.118
go for	-0.118
wear off	-0.118
dead end	-0.118
toss up	-0.118
hear hear	-0.118
tone deaf	-0.118
sleep deprivation	-0.118
alphabetical order	-0.118
cassette tape	-0.118
soul mate	-0.118
want in	-0.118
orange chicken	-0.118
home depot	-0.118
grilled cheese	-0.118
price tag	-0.118
body language	-0.118
name for	-0.118
still life	-0.118
pubic hair	-0.118
petting zoo	-0.118
weeping willow	-0.118
far from	-0.118
privy to	-0.118
married woman	-0.118
cleaning lady	-0.118
lean to	-0.118
beyond me	-0.118
word salad	-0.118
brand name	-0.118
best friend	-0.118
rain boots	-0.118
thought of	-0.118
drift off	-0.118
by trade	-0.118
way cool	-0.120
data entry	-0.120
or whatever	-0.120
some people	-0.120
art class	-0.120
well up	-0.120
at one	-0.120
aspect ratio	-0.120
range in	-0.120
cold storage	-0.120
clean out	-0.120
stick with	-0.120
well spent	-0.120
face up	-0.120
put aside	-0.120
copy editor	-0.120
stand behind	-0.120
related to	-0.120
for ever	-0.120
fan fiction	-0.120
spring rolls	-0.120
subway system	-0.120
hash browns	-0.120
quotation marks	-0.120
darn it	-0.120
do with	-0.120
too bad	-0.120
match with	-0.120
ill will	-0.120
health service	-0.120
red panda	-0.120
legal name	-0.120
walk away	-0.120
take flight	-0.120
carbon capture	-0.120
barbecue sauce	-0.120
dip out	-0.120
clip on	-0.120
live together	-0.120
final whistle	-0.120
eat off	-0.120
see through	-0.122
date back	-0.122
buy into	-0.122
charm bracelet	-0.122
want to	-0.122
link up	-0.122
that depends	-0.122
choo choo	-0.122
pour in	-0.122
in return	-0.122
do over	-0.122
top off	-0.122
heal all	-0.122
greek mythology	-0.122
too soon	-0.122
cinnamon roll	-0.122
out front	-0.122
space bar	-0.122
stained glass	-0.122
how about	-0.122
fine wine	-0.122
lawn sign	-0.122
great care	-0.122
business card	-0.122
much obliged	-0.122
whipped cream	-0.122
grass on	-0.122
back seat	-0.122
bus terminal	-0.122
phone number	-0.122
all fours	-0.124
end point	-0.124
carrying out	-0.124
christian church	-0.124
staff member	-0.124
each way	-0.124
status quo	-0.124
have cause	-0.124
present tense	-0.124
bow out	-0.124
great job	-0.124
plenty of	-0.124
check in	-0.124
at length	-0.124
gene pool	-0.124
let on	-0.124
clean room	-0.124
don't forget	-0.124
pure luck	-0.124
build upon	-0.124
don't know	-0.124
assisted living	-0.124
use to	-0.124
cancel out	-0.124
chances are	-0.124
pension plan	-0.124
aim to	-0.124
watch for	-0.124
good person	-0.124
fish out	-0.124
broad street	-0.124
banana split	-0.124
first aid	-0.124
if not	-0.124
market price	-0.124
pay cut	-0.124
social security	-0.124
worth of	-0.124
street clothes	-0.124
whole name	-0.124
luck in	-0.124
good work	-0.124
for short	-0.124
fool you	-0.124
in contrast	-0.124
go hang	-0.124
all too	-0.124
shopping cart	-0.124
pacific ocean	-0.124
odd one	-0.124
stuck up	-0.124
reasonable doubt	-0.124
run out	-0.124
in use	-0.124
personal care	-0.124
black pepper	-0.124
affordable housing	-0.124
me too	-0.124
point at	-0.124
step back	-0.124
talk over	-0.124
point to	-0.124
junk food	-0.124
baking soda	-0.124
help desk	-0.126
have issue	-0.126
pumpkin seeds	-0.126
move off	-0.126
five hundred	-0.126
be around	-0.126
keep around	-0.126
find yourself	-0.126
second best	-0.126
cash out	-0.126
blank canvas	-0.126
fellow man	-0.126
run rate	-0.126
finish with	-0.126
hoe in	-0.126
the above	-0.126
open letter	-0.126
little sister	-0.126
can't help	-0.126
feature film	-0.126
let into	-0.126
just because	-0.126
light years	-0.126
in sum	-0.126
due to	-0.126
straw hat	-0.126
bear with	-0.126
a single	-0.126
community care	-0.126
little man	-0.126
hold hands	-0.126
further to	-0.126
third grade	-0.128
step out	-0.128
standard procedure	-0.128
front foot	-0.128
open space	-0.128
nighty night	-0.128
look in	-0.128
barn door	-0.128
get above	-0.128
soon enough	-0.128
space heater	-0.130
in exchange	-0.130
school bus	-0.130
false information	-0.130
stove top	-0.130
sweet tooth	-0.130
sloppy seconds	-0.130
at first	-0.130
eat at	-0.130
live with	-0.130
bus route	-0.130
believe me	-0.130
write off	-0.130
stand for	-0.130
button up	-0.130
floor plan	-0.130
air flow	-0.130
skin care	-0.130
standing room	-0.130
late bloomer	-0.130
vitamin d	-0.130
credit union	-0.130
beach house	-0.130
name after	-0.130
never again	-0.130
full day	-0.130
every inch	-0.130
chicken wing	-0.130
town hall	-0.130
maternity leave	-0.130
toy with	-0.130
good samaritan	-0.130
point taken	-0.130
prodigal son	-0.130
cast iron	-0.130
school night	-0.130
sail away	-0.130
drop in	-0.132
walk down	-0.132
the quality	-0.132
